,Average Rating,Average Difficulty,Number of ratings,Received a pepper,Proportion of students that said they would take the class again,Number of ratings coming from online classes,Male Professor,Female Professor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1299,4.2,2.7,11.0,0.0,71.0,0.0,1,0,0.0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0
1306,3.7,3.4,19.0,0.0,75.0,0.0,1,0,0.42105263157894735,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.15789473684210525
1334,4.5,1.9,130.0,1.0,100.0,2.0,0,1,0.015384615384615385,0.3384615384615385,0.2,0.06153846153846154,0.23076923076923078,0.13846153846153847,0.16923076923076924,0.046153846153846156,0.0,0.015384615384615385,0.0,0.18461538461538463,0.26153846153846155,0.007692307692307693,0.015384615384615385,0.1076923076923077,0.11538461538461539,0.2692307692307692,0.015384615384615385,0.046153846153846156
1364,4.5,2.3,16.0,1.0,100.0,0.0,1,0,0.0,0.0625,0.5,0.0625,0.125,0.0625,0.0,0.3125,0.25,0.125,0.0,0.0,0.375,0.0,0.0625,0.0625,0.125,0.1875,0.0,0.125
1379,4.4,2.3,22.0,0.0,90.0,0.0,1,0,0.045454545454545456,0.18181818181818182,0.18181818181818182,0.0,0.0,0.2727272727272727,0.13636363636363635,0.0,0.0,0.045454545454545456,0.0,0.36363636363636365,0.18181818181818182,0.045454545454545456,0.0,0.13636363636363635,0.22727272727272727,0.0,0.0,0.045454545454545456
1398,5.0,2.0,15.0,0.0,100.0,0.0,1,0,0.0,0.2,0.26666666666666666,0.0,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.4,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.4,0.4666666666666667,0.13333333333333333,0.0,0.0
1404,1.9,3.8,18.0,0.0,40.0,0.0,0,1,0.1111111111111111,0.0,0.0,0.5555555555555556,0.3888888888888889,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555
1410,4.3,3.3,19.0,1.0,75.0,1.0,1,0,0.05263157894736842,0.5263157894736842,0.0,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.21052631578947367,0.3157894736842105,0.0,0.0,0.10526315789473684,0.0,0.47368421052631576,0.10526315789473684,0.0,0.05263157894736842
1427,2.7,4.1,13.0,0.0,25.0,0.0,1,0,0.3076923076923077,0.0,0.0,0.6923076923076923,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.5384615384615384
1433,4.5,2.2,13.0,1.0,100.0,1.0,1,0,0.07692307692307693,0.3076923076923077,0.23076923076923078,0.0,0.38461538461538464,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.0,0.23076923076923078
1443,2.5,3.6,10.0,0.0,57.0,0.0,0,1,0.3,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1445,4.9,1.8,26.0,0.0,100.0,0.0,0,1,0.07692307692307693,0.6923076923076923,0.34615384615384615,0.07692307692307693,0.19230769230769232,0.038461538461538464,0.0,0.11538461538461539,0.0,0.15384615384615385,0.038461538461538464,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.38461538461538464,0.15384615384615385,0.0,0.0
1466,3.2,2.0,23.0,0.0,33.0,0.0,0,1,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.0,0.30434782608695654,0.6521739130434783,0.2608695652173913,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.9130434782608695,0.13043478260869565
1473,4.9,2.8,29.0,1.0,100.0,0.0,1,0,0.034482758620689655,0.06896551724137931,0.3448275862068966,0.06896551724137931,0.06896551724137931,0.3448275862068966,0.0,0.13793103448275862,0.0,0.0,0.0,0.10344827586206896,0.3448275862068966,0.0,0.0,0.27586206896551724,0.10344827586206896,0.3793103448275862,0.0,0.034482758620689655
1475,3.0,4.0,41.0,0.0,40.0,1.0,1,0,0.4146341463414634,0.14634146341463414,0.04878048780487805,0.43902439024390244,0.0,0.17073170731707318,0.2926829268292683,0.024390243902439025,0.0,0.14634146341463414,0.0,0.17073170731707318,0.0975609756097561,0.12195121951219512,0.0,0.04878048780487805,0.12195121951219512,0.024390243902439025,0.0,0.07317073170731707
1493,1.7,4.0,11.0,0.0,30.0,0.0,1,0,0.6363636363636364,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.5454545454545454,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0
1495,4.7,2.6,27.0,1.0,100.0,0.0,1,0,0.037037037037037035,0.2962962962962963,0.2962962962962963,0.0,0.037037037037037035,0.1111111111111111,0.5185185185185185,0.1111111111111111,0.0,0.07407407407407407,0.0,0.1111111111111111,0.25925925925925924,0.0,0.037037037037037035,0.037037037037037035,0.3333333333333333,0.0,0.0,0.0
1510,1.6,4.6,18.0,0.0,25.0,0.0,1,0,0.8333333333333334,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.5,0.3333333333333333,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222
1516,4.0,3.3,13.0,1.0,82.0,0.0,1,0,0.07692307692307693,0.0,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385
1536,2.8,2.7,10.0,0.0,50.0,0.0,1,0,0.4,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1
1537,4.3,2.2,10.0,0.0,60.0,0.0,1,0,0.2,0.5,0.1,0.4,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0
1575,4.8,2.1,31.0,1.0,100.0,0.0,1,0,0.03225806451612903,0.41935483870967744,0.1935483870967742,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.12903225806451613,0.0,0.06451612903225806,0.1935483870967742,0.12903225806451613,0.0,0.45161290322580644,0.0
1580,4.5,1.7,13.0,0.0,80.0,0.0,1,0,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.0,0.3076923076923077,0.15384615384615385,0.0,0.0,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.0,0.0
1598,4.5,3.4,38.0,1.0,92.0,0.0,0,1,0.07894736842105263,0.5,0.3157894736842105,0.07894736842105263,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.23684210526315788,0.0,0.15789473684210525,0.02631578947368421,0.02631578947368421,0.0,0.4473684210526316,0.2894736842105263,0.0,0.0,0.05263157894736842
1610,4.5,2.2,15.0,1.0,100.0,0.0,1,0,0.0,0.06666666666666667,0.5333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.0,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.6666666666666666,0.06666666666666667,0.0,0.0,0.06666666666666667
1613,1.8,4.4,14.0,0.0,33.0,0.0,1,0,0.6428571428571429,0.07142857142857142,0.0,0.2857142857142857,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
1649,4.8,3.3,14.0,1.0,100.0,0.0,0,1,0.0,0.42857142857142855,0.2857142857142857,0.0,0.21428571428571427,0.0,0.14285714285714285,0.07142857142857142,0.0,0.14285714285714285,0.0,0.35714285714285715,0.07142857142857142,0.0,0.0,0.35714285714285715,0.5714285714285714,0.0,0.0,0.07142857142857142
1655,4.5,2.4,15.0,1.0,100.0,0.0,1,0,0.0,0.4,0.26666666666666666,0.4,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0
1709,4.3,2.6,15.0,1.0,100.0,0.0,0,1,0.0,0.0,0.2,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.4,0.0,0.13333333333333333,0.0,0.13333333333333333,0.26666666666666666,0.6,0.06666666666666667,0.2
1757,4.1,2.7,16.0,0.0,100.0,0.0,1,0,0.0625,0.125,0.125,0.375,0.25,0.0,0.0,0.0625,0.0,0.0,0.0,0.25,0.4375,0.0625,0.1875,0.1875,0.1875,0.0,0.0,0.3125
1773,5.0,2.5,11.0,0.0,100.0,1.0,0,1,0.0,0.45454545454545453,0.09090909090909091,0.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0
1786,4.3,3.4,31.0,1.0,93.0,0.0,0,1,0.06451612903225806,0.12903225806451613,0.1935483870967742,0.1935483870967742,0.0967741935483871,0.41935483870967744,0.0967741935483871,0.03225806451612903,0.0967741935483871,0.2903225806451613,0.0,0.12903225806451613,0.03225806451612903,0.06451612903225806,0.0,0.22580645161290322,0.25806451612903225,0.12903225806451613,0.0,0.25806451612903225
1787,4.7,1.7,13.0,1.0,100.0,0.0,1,0,0.07692307692307693,0.46153846153846156,0.6923076923076923,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.0,0.07692307692307693,0.0
1789,4.5,2.3,13.0,1.0,100.0,0.0,1,0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.5384615384615384,0.07692307692307693,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.0,0.15384615384615385
1790,1.4,4.3,14.0,0.0,13.0,3.0,1,0,0.5714285714285714,0.0,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427
1805,4.0,3.6,22.0,1.0,83.0,0.0,1,0,0.13636363636363635,0.2727272727272727,0.18181818181818182,0.3181818181818182,0.13636363636363635,0.0,0.3181818181818182,0.22727272727272727,0.0,0.18181818181818182,0.0,0.045454545454545456,0.0,0.0,0.0,0.22727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.0
1820,5.0,3.9,25.0,1.0,100.0,1.0,1,0,0.04,0.24,0.2,0.56,0.16,0.24,0.16,0.24,0.0,0.0,0.04,0.16,0.0,0.04,0.0,0.48,0.16,0.0,0.0,0.0
1843,3.8,2.3,14.0,1.0,88.0,0.0,1,0,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.0,0.14285714285714285,0.0,0.42857142857142855,0.21428571428571427,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142
1856,2.0,3.1,15.0,0.0,50.0,3.0,0,1,0.5333333333333333,0.06666666666666667,0.0,0.13333333333333333,0.5333333333333333,0.4,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0
1861,1.5,4.2,14.0,0.0,40.0,0.0,0,1,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.0,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
1929,3.6,3.3,33.0,0.0,63.0,0.0,1,0,0.2727272727272727,0.21212121212121213,0.0,0.0,0.0,0.5151515151515151,0.24242424242424243,0.0,0.0,0.21212121212121213,0.0,0.12121212121212122,0.12121212121212122,0.030303030303030304,0.0,0.0,0.24242424242424243,0.06060606060606061,0.09090909090909091,0.48484848484848486
1936,4.8,3.1,14.0,1.0,100.0,0.0,1,0,0.07142857142857142,0.35714285714285715,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.5,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.07142857142857142,0.0,0.07142857142857142
1945,3.7,2.8,16.0,1.0,75.0,0.0,0,1,0.0625,0.25,0.125,0.5625,0.0625,0.25,0.0625,0.1875,0.0,0.0,0.0,0.125,0.0625,0.0,0.0625,0.0,0.125,0.4375,0.0,0.125
1967,4.3,3.2,18.0,1.0,90.0,2.0,0,1,0.0,0.4444444444444444,0.3333333333333333,0.0,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.0,0.05555555555555555
1971,2.8,3.9,15.0,0.0,22.0,0.0,0,1,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.3333333333333333,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.0,0.0,0.0
1981,3.1,3.2,15.0,0.0,57.0,0.0,0,1,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.2,0.2,0.06666666666666667,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.26666666666666666,0.0,0.06666666666666667
1989,4.2,3.2,43.0,1.0,74.0,8.0,0,1,0.23255813953488372,0.27906976744186046,0.13953488372093023,0.4418604651162791,0.046511627906976744,0.18604651162790697,0.09302325581395349,0.06976744186046512,0.0,0.16279069767441862,0.023255813953488372,0.18604651162790697,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.27906976744186046,0.2558139534883721,0.046511627906976744,0.0,0.023255813953488372
1993,4.0,2.9,21.0,0.0,64.0,0.0,0,1,0.19047619047619047,0.42857142857142855,0.047619047619047616,0.0,0.047619047619047616,0.2857142857142857,0.7142857142857143,0.0,0.0,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.42857142857142855,0.047619047619047616,0.0,0.047619047619047616
1999,4.7,1.9,14.0,1.0,90.0,0.0,1,0,0.0,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.35714285714285715,0.07142857142857142,0.0,0.14285714285714285,0.0,0.35714285714285715,0.0,0.0,0.2857142857142857
2035,4.4,2.4,13.0,0.0,100.0,0.0,0,1,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.6153846153846154,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.23076923076923078,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0
2047,4.8,3.2,10.0,1.0,100.0,0.0,0,1,0.0,0.5,0.2,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.8,0.3,0.0,0.0
2066,4.5,1.9,33.0,1.0,96.0,0.0,1,0,0.06060606060606061,0.0,0.24242424242424243,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,0.0,0.09090909090909091,0.0,0.21212121212121213,0.6666666666666666,0.09090909090909091,0.18181818181818182,0.24242424242424243,0.06060606060606061,0.18181818181818182,0.0,0.21212121212121213
2073,3.8,3.5,21.0,1.0,77.0,0.0,0,1,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.2857142857142857
2096,3.2,4.0,22.0,0.0,60.0,0.0,1,0,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.36363636363636365,0.13636363636363635,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.09090909090909091,0.13636363636363635,0.09090909090909091,0.045454545454545456
2104,4.8,1.9,30.0,1.0,95.0,3.0,0,1,0.0,0.1,0.2,0.0,0.6333333333333333,0.1,0.0,0.1,0.0,0.03333333333333333,0.0,0.4666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.3333333333333333,0.0,0.03333333333333333
2107,4.5,2.7,11.0,1.0,100.0,0.0,0,1,0.0,0.09090909090909091,0.5454545454545454,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.0,0.0
2108,3.8,3.8,24.0,1.0,62.0,0.0,0,1,0.20833333333333334,0.08333333333333333,0.041666666666666664,0.375,0.08333333333333333,0.20833333333333334,0.3333333333333333,0.125,0.25,0.08333333333333333,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.20833333333333334
2112,4.8,2.3,27.0,1.0,90.0,0.0,1,0,0.0,0.2222222222222222,0.2962962962962963,0.037037037037037035,0.2962962962962963,0.07407407407407407,0.2962962962962963,0.14814814814814814,0.1111111111111111,0.0,0.0,0.037037037037037035,0.18518518518518517,0.0,0.0,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.037037037037037035,0.0
2116,3.8,2.3,15.0,1.0,33.0,0.0,0,1,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.2,0.0,0.4,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333
2123,4.5,2.5,14.0,0.0,100.0,0.0,0,1,0.07142857142857142,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.5,0.0,0.0,0.14285714285714285
2153,4.0,1.9,10.0,0.0,75.0,0.0,1,0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.0,0.5
2218,4.3,2.7,18.0,0.0,83.0,0.0,1,0,0.2222222222222222,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2777777777777778,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.05555555555555555
2271,3.0,4.0,34.0,0.0,60.0,0.0,0,1,0.35294117647058826,0.11764705882352941,0.058823529411764705,0.08823529411764706,0.11764705882352941,0.5588235294117647,0.058823529411764705,0.0,0.029411764705882353,0.029411764705882353,0.0,0.17647058823529413,0.0,0.14705882352941177,0.0,0.029411764705882353,0.029411764705882353,0.17647058823529413,0.0,0.5
2304,4.3,2.5,16.0,0.0,73.0,0.0,1,0,0.0625,0.25,0.375,0.0,0.0,0.0,0.0,0.25,0.0,0.0625,0.0,0.3125,0.4375,0.0,0.0625,0.1875,0.25,0.0,0.0,0.0
2320,4.6,1.9,25.0,1.0,93.0,0.0,0,1,0.0,0.12,0.08,0.0,0.08,0.12,0.0,0.04,0.76,0.08,0.0,0.24,0.0,0.0,0.0,0.08,0.28,0.36,0.08,0.04
2353,3.8,3.0,13.0,0.0,80.0,0.0,0,1,0.0,0.46153846153846156,0.0,0.46153846153846156,0.3076923076923077,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0
2354,3.5,2.8,12.0,0.0,67.0,0.0,1,0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.3333333333333333
2403,2.0,3.8,18.0,0.0,38.0,0.0,1,0,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.6111111111111112,0.0,0.2777777777777778,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.3888888888888889,0.2777777777777778
2436,2.8,3.6,16.0,0.0,57.0,7.0,0,1,0.375,0.25,0.0625,0.0625,0.4375,0.1875,0.0625,0.0625,0.0,0.0,0.1875,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.125,0.0625
2462,4.5,2.8,12.0,0.0,86.0,0.0,0,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.25,0.0,0.0,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0
2465,3.8,3.0,27.0,0.0,82.0,0.0,0,1,0.0,0.07407407407407407,0.1111111111111111,0.25925925925925924,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.0,0.07407407407407407,0.0,0.037037037037037035,0.4074074074074074,0.037037037037037035,0.14814814814814814,0.2222222222222222,0.2962962962962963,0.0,0.0,0.037037037037037035
2483,3.5,3.9,11.0,1.0,80.0,0.0,0,1,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091
2539,4.4,2.4,17.0,1.0,100.0,0.0,0,1,0.0,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.0,0.058823529411764705
2542,4.2,1.7,12.0,0.0,100.0,0.0,1,0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
2544,4.3,3.5,20.0,1.0,100.0,0.0,1,0,0.15,0.2,0.15,0.05,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.4,0.35,0.0,0.0,0.05,0.3,0.25,0.0,0.15
2557,4.8,1.9,22.0,1.0,100.0,0.0,0,1,0.0,0.2727272727272727,0.22727272727272727,0.09090909090909091,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.045454545454545456,0.0,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.0,0.045454545454545456
2560,4.6,2.6,10.0,1.0,60.0,0.0,0,1,0.0,0.3,0.1,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.1
2562,3.8,2.3,11.0,0.0,100.0,1.0,1,0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.5454545454545454
2575,5.0,2.4,16.0,1.0,100.0,0.0,1,0,0.0625,0.4375,0.25,0.125,0.1875,0.0625,0.0,0.0,0.0,0.0625,0.0,0.1875,0.125,0.0,0.0,0.25,0.25,0.6875,0.0,0.0
2607,4.5,2.2,10.0,1.0,100.0,0.0,0,1,0.1,0.4,0.0,0.5,0.2,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1
2645,4.5,2.2,11.0,1.0,100.0,0.0,1,0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.2727272727272727,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.0,0.0
2678,2.9,3.8,17.0,0.0,40.0,0.0,1,0,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.0,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.23529411764705882
2685,4.5,3.4,15.0,0.0,63.0,0.0,1,0,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.0,0.13333333333333333,0.5333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.2,0.2,0.06666666666666667,0.0
2694,3.9,2.5,29.0,0.0,67.0,0.0,0,1,0.0,0.06896551724137931,0.0,0.0,0.2413793103448276,0.06896551724137931,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2697,4.6,2.4,13.0,0.0,78.0,0.0,0,1,0.0,0.07692307692307693,0.38461538461538464,0.0,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.6153846153846154,0.0,0.0,0.0
2713,1.9,3.7,15.0,0.0,27.0,0.0,0,1,0.2,0.06666666666666667,0.0,0.0,0.26666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.0,0.4
2732,4.0,3.4,22.0,1.0,57.0,0.0,1,0,0.13636363636363635,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.2727272727272727,0.3181818181818182,0.045454545454545456,0.0,0.0,0.0,0.09090909090909091,0.3181818181818182,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.22727272727272727,0.18181818181818182,0.0,0.0
2738,3.5,3.1,13.0,0.0,50.0,0.0,1,0,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.0,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693
